更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,上場市場名,従業員数,資本金,平均年齢,企業URL,代表者
2024-08-01,巴機械サービス株式会社,設備管理・メンテナンス,2,■事業内容：（1）分離機装置及びそれらの部品ならびに関連製品の仕入、販売、修理（2）舶用機器、舶用資材、舶用消耗品及び舶用雑貨の仕入、販売（3）下水処理場の脱水機、濃縮機及び補機の補修、整備（4）下水処理場の運転維持管理（5）下水処理場の脱水機、濃縮機パッケージの据付（6）労働者派遣事業（7）古物の売買業,神奈川県平塚市東豊田357-12,1978,,80,25百万円,,https://www.tomo-e-service.co.jp,
2024-08-01,ダイヤモンド機工株式会社,サブコン,3,■企業概要：設立50年、コンクリート構造物の切断・穿孔に特化した老舗企業です。様々な工法を駆使し、難易度の高い工事で数多くの実績を残しています。九州においては業界トップ企業です。,福岡県福岡市城南区南片江2-30-21,1973,,73,100百万円,38.0,http://www.diamond-kiko.co.jp,
2024-08-01,株式会社ニッパツサービス,設備管理・メンテナンス,1,■概要：ビルメンテナンス事業、産業エネルギー事業（ガス、油などの販売）を中心に保険事業、建設事業、緑化造園事業などを行っています。ビルメンテナンス事業に関しても、親会社である日本発条及びグループ会社の所有ビルなどを管理しています。,神奈川県横浜市神奈川区鶴屋町3-32-1ニッパツ西口ビル,1955,,81,200百万円,47.0,http://www.nhkspg-nsv.com/,
2024-05-01,日本インフラマネジメント株式会社,建設コンサルタント,1,■事業内容：◇社会情勢や自然環境の変化に対応し信頼の技術で社会に貢献します。測量／地質調査／建設コンサルタント／補償コンサルタント計測・解析・機器レンタル／発注者支援・施工管理業務／一般派遣／ICT施工サポート,岡山県岡山市北区田益1388-7,1980,,160,45百万円,,https://www.ej-jimco.co.jp/,
2024-07-01,フジケミ東京株式会社,住宅設備・建材,3,◆事業概要：・塗料販売・建築塗装コーディネート東証スタンダード市場上場・藤倉化成の建築用塗料販売総代理店としての役割に加え、大手住宅メーカーへの外壁塗料の供給とリフォーム工事の責任施行を担っております。また、積水化学、旭化成、ミサワホームなどの工業化住宅に特化した建築用塗料の販売も行っております。へーベルハウスの新築外壁材のシェアではトップを誇っており、リフォーム・リノベーション市場の拡大により売上高は増加傾向、非常に成長性のある事業です。,東京都中央区日本橋堀留町1-2-10イトーピア日本橋SAビル5F,1986,,71,48百万円,39.5,http://www.fc-tokyo.co.jp/,
2024-06-01,株式会社スウェーデンハウスリフォーム,内装・インテリア・リフォーム,2,■事業内容：・住宅、マンション、事務所等のリフォームの企画、設計、施工、請負及び監理・大工工事、屋根工事、内装仕上工事の設計、施工、請負及び監理・外構工事の設計、施工及び請負・住宅用建築資材、設備機器の販売,神奈川県川崎市中原区小杉町1-403武蔵小杉STMビル7F,1996,,64,20百万円,53.1,http://www.swedenhouse-reform.co.jp/,
2024-06-01,日宝工業株式会社,住宅設備・建材,16,～三井グループ：新日本空調（東証プライム市場上場）の100％子会社/長年の実績と技術力を武器に大手メーカーを中心に65年以上の取引を続けています～■事業内容：・工場など産業施設の各種電気設備工事設計施工/空調衛生設備工事設計施工・メンテナンス業務・工場施設（生産機械、用役設備）保全/ビル施設（電気、空調衛生、防災設備、昇降機等）保全・ESCO事業 他,神奈川県横浜市西区みなとみらい4-6-2みなとみらいグランドセントラルタワー 6F,1955,,78,100百万円,43.0,http://www.nippo-eng.co.jp/,
2024-08-01,株式会社フォーバル・リアルストレート,不動産仲介,38,■事業内容：（1）オフィスソリューション（2）通信・インフラソリューション,東京都千代田区神田神保町3-23-2錦明ビル4F,1995,スタンダード市場,78,95百万円,36.2,https://www.realstraight.co.jp/,
2024-08-01,株式会社フィル・カンパニー,土地活用,9,■事業内容：・フィル・パーク事業駐車場から始まるまちづくり事業として、駐車場上空の“未利用空間”に「駐車場＋商業施設」という新たな店舗空間を創り出し、土地オーナーの追加収入の創出、出店場所を探すテナントの事業場所の創出、店舗を利用される方による賑わいの創出を同時に実現しています。・プレミアムガレージハウス事業店舗が成立しない郊外や住宅立地に「車2台分のガレージ＋１LDK」という2階建てのガレージ付き賃貸住宅を造り、「住む」という需要だけではなく、趣味の為の「セカンドハウス」やビジネスの為の「オフィス、倉庫、開発拠点」として入居者の方にお借りいただいています。,東京都中央区築地3-1-12フィル・パークTOKYO GINZA Shintomi Lab.,2005,スタンダード市場,59,789百万円,29.4,http://philcompany.jp/,
2024-08-01,神姫バス不動産株式会社,不動産仲介,12,■概要いつまでも住み心地よく、愛着ある家であってほしい。家族の想いが詰まった場所であってほしい。同社が考えるのは、「今」だけでなく何十年と続いていく家族と住まいの「これから」を見つめた家づくりです。■事業内容・注文住宅・リフォーム・分譲住宅・建設土木業(オフィスなどの建設)・不動産業(売買・賃貸仲介・物件管理)・清掃業・保安警備業と上記のように姫路市内で総合不動産業を展開しております。,兵庫県姫路市土山1-3-8,1990,,300,30百万円,42.0,http://shinkibus-fudosan.co.jp/,
2024-07-01,株式会社レーベントラスト,不動産管理,10,■事業内容： 資産運営管理業務（プロパティマネジメント）を主な事業として行っております。・賃貸管理業務⇒物件の新規契約締結から更新、退去に伴う書類締結や、入居者様からのお問い合わせ対応など・建物管理業務⇒定期的な清掃や修繕、設備の点検・維持など修繕工事のコンサルティングまで・仲介業務 ・リフォーム、損害保険代理 等,神奈川県横浜市港北区新横浜3-23-3新横浜AKビル7F,2016,,76,60百万円,,https://www.leben-trust.co.jp/,
2024-06-01,大同プラント工業株式会社,設備管理・メンテナンス,1,～大同特殊鋼との強いパイプにより、豊富な経験・ノウハウを蓄積、省エネルギーに貢献しております～■事業内容：・各種機械設備の設備計画の起案段階からご協力し最適な設備を提供・納入後のメンテナンス、既存設備の更新・改造工事等,愛知県名古屋市南区滝春町9,1960,,70,36百万円,43.0,http://www.daido-plant.co.jp/,
2024-08-01,株式会社新星,設備管理・メンテナンス,3,■事業内容当社では、電気・機械・通信・消防設備を通して、快適なくらしのために住宅・マンション・ビル・工場・商業施設・公共施設などへの高品質で付加価値の高い設備を構築しています。また、環境に対する汚染の防止として太陽光発電設備・LED照明を始めエコキュート等の省エネ設備を推奨しています。,熊本県熊本市神園2-1-1,,,50,31百万円,,http://www.shinseid.co.jp/,
2024-08-01,株式会社相鉄アーバンクリエイツ,ディベロッパー,3,■当社概要：当社は相鉄ホールディングス株式会社の100％出資会社です。相鉄グループの不動産事業における魅力ある街づくりを推進するデベロップメント事業を展開しています。■事業内容：①不動産開発事業（市街地再開発事業・土地区画整理事業・駅前街づくり事業）②不動産投資事業③アセットマネジメント事業,神奈川県横浜市西区南幸2-1-22,1963,,72,923百万円,,https://sotetsu-urban.jp/,
2024-06-01,インフライズ株式会社,ゼネコン,1,■事業紹介：・インフラ事業部・上水道工事・下水道工事・港湾／河川工事・地盤改良工事・エンジニアリング事業部・土木工事部門・最先端の技術／工法を駆使し、安全で確実な工事を推進します。・管路／ＭＨ設置工事・シールドトンネル補修工事・推進工事・排水設備工事・太陽光発電所工事・道路無電柱化工事・エポ工事部門・上下水道、通信、電力等のマンホール鉄蓋をエポ工法により取替、蓋高調整を行います。豊富な施工実績と高い技術力により社会インフラ整備に貢献してまいります。・人孔鉄蓋維持修繕工事（エポ工法）,東京都江東区豊洲1-3-1,1998,,70,99百万円,48.8,https://www.infraise-co.com/,
2024-08-01,泉工業株式会社,住宅設備・建材,2,■事業内容： 地球環境に配慮する廃木材の処理とリサイクル事業,栃木県佐野市築地町715,1971,,,40百万円,,http://www.izumi-kougyo.co.jp/,
2024-07-01,ＮＳコーポレーション株式会社,不動産管理,5,■事業内容： (1)建設・不動産事業・建設事業・不動産事業(2)コミュニケーション事業・イベント事業・グラフィックアーツ事業・コンテンツ制作事業・映像メディア事業①TV・・・番組、番組宣伝、CM、インフォマーシャル②ムービー・・・デジタルサイネージ、企業VP、WEB動画、イベント映像、店頭映像③その他・・・DVD、ブルーレイ制作,東京都港区芝公園2-4-1芝パークビルA館4F,1969,,75,50百万円,47.2,http://www.nscp.co.jp/,
2024-07-01,株式会社アクアライン,住宅設備・建材,3,■事業展開：・ミネラルウォーター事業：大手ホテル、大学、スポーツジムなどのPBブランド水のOEM製造を中心に、ペットボトルタイプのミネラルウォーター販売を展開しています。20か所近い採水工場から水質やボトルデザインを選択できる完全なオリジナルデザイン、国内随一の水質、厳重な品質管理の工場による最新技術の無菌ボトリング、保存水では、市場の主流品が3～5年保存に対し、7年間と極めてコストパフォーマンスの高い商品で優位性を保っています。ミネラルウォーター市場は、究極の自然飲料といわれており、自然志向・健康志向の高まりの中、まだまだ伸びる市場になります。,広島県広島市中区上八丁堀8-8第1ウエノヤビル6F,1995,グロース市場,112,315百万円,35.0,http://www.aqualine.jp/index.html,
2024-08-01,スターツ東海株式会社,不動産仲介,7,"■スターツグループとは：グループ会社82社／東証プライム市場上場企業スターツグループは総従業員数 8,591名(2022年3月末時点）、総売上高1,965億（2022年3月期連結実績）を誇り、土地有効活用、ピタットハウス(不動産仲介）、出版、介護・保育施設運営、ホテルなど、幅広い事業を手がけています。各サービスにて分社を経て、それぞれの専門性を活かし、技術に特化したサービスを提供しています。また、国内のみに留まらずハワイ、ロサンゼルス、オーストラリア、台湾、上海、韓国、グアム、パリ、ドイツ、香港など世界22ヶ国・37拠点で海外事業も展開しています。",愛知県名古屋市中区栄4-2-29JRE名古屋広小路プレイス3F,2009,,74,80百万円,34.0,https://www.starts.co.jp/tokai/,
2024-07-01,株式会社伊勝,ゼネコン,1,■事業内容：・建築部…新築、増改築、耐震補強、スーパーリフォーム工事・リニューアル部…大規模修繕工事、内装リフォーム、塗装、防水工事・レンタル部…北関東支店・アフターメンテナンス部…修繕箇所の定期点検、アフターメンテナンス,神奈川県横浜市鶴見区生麦1-5-3,1986,,64,100百万円,50.0,http://www.ikatsu.co.jp/,
2024-07-01,JPプロパティーズ株式会社　（旧郵船不動産株式会社）,不動産管理,2,■事業内容：日本郵政グループの総合不動産企業として、以下事業を行っています。（1）ビル、マンション、店舗の所有、賃貸 （2）不動産のマスターリース・受託管理（3）コンストラクションマネジメント（CM）及び設計・監理 （4）不動産売買、賃貸借の仲介・斡旋 （5）アセットマネジメント,東京都中央区日本橋茅場町1-8-3JP茅場町ビル,1953,,65,450百万円,42.7,https://www.jp-properties.jp/,
2024-06-01,静和工業株式会社,サブコン,1,■土木工事業■とび、土木工事業■鋼構造物工事業■ほ装事業■しゅんせつ工事業■塗装工事業■造園工事業■水道施設工事業■解体工事業,静岡県静岡市駿河区泉町3-15,1952,,70,1億円,,https://www.seiwa-kogyo.net,代表取締役 望月 元一
2024-07-01,株式会社エスシー・プレコン,住宅設備・建材,1,■事業内容： プレキャストコンクリート製品の設計・製造・施工・販売,千葉県流山市おおたかの森西3-440,1989,,60,100百万円,,http://www.sc-precon.co.jp/,
2024-08-01,株式会社阪神住建,ディベロッパー,4,総合ディベロッパーとして豊かで魅力ある都市生活の実現を通じて、社会に貢献する。■理念「総合ディベロッパーとして豊かで魅力ある都市生活の実現を通して社会に貢献する。」阪神住建は、豊かな発想力と実績で、都市に住まい、働く人々への快適な空間づくりを行い、都市を活性化させることで社会貢献をする不動産総合ディベロッパーです。,大阪府大阪市福島区吉野1-21-14,1972,,,100百万円,,https://hanshinjuken.com,
2024-08-01,エネテック京都株式会社,設備管理・メンテナンス,1,■事業内容： Daigasグループ企業として発足し、建物空間における快適な環境づくりを空調分野で支援することを使命として企業活動して参りました。空調設備の計画・設計・施工だけに留まらず、建物全体の省エネコンサル、空調以外の設備および建物の設計・施工へと活動を広げております。① 空調・給排水衛生・発電・給湯・厨房・消火設備及び建築一式工事の設計・施工② ガスヒートポンプエアコン、ガス吸収式、コージェネレーション等各種空調機器、設備機器類の販売③ 前各号に関するコンサルタント業務④ 建築物の設計、施工、請負及び工事監理⑤ 前各号に付属する一切の業務,京都府京都市南区東九条南石田町74,1989,,63,30百万円,45.0,http://www.osakagas-enetec.jp/index.html,
2024-08-01,アオイ建設株式会社,住宅（ハウスメーカー）,3,■建設業(新築・注文住宅・増改築・リフォーム・外構一般)■総合不動産業■コンサルティング・賃貸業(ビル・マンション・AP),神奈川県相模原市南区東林間3-7-5,1974,,76,1000万円,,https://www.aoi-cnst.co.jp/,代表取締役 塩崎 敏治
2024-06-01,株式会社九電工ホーム,サブコン,2,■企業概要：九電工グループとして1972年の創立以来、福岡都市圏を中心に毎年300件以上の建設工事を重ねる総合建築業です。設立当初は九州電工ミサワホームとしてスタートし、2022年に株式会社九電工ホームとして再スタートしています。,福岡県福岡市中央区高砂2-10-1九電工グループビル,1972,,68,100百万円,46.0,https://www.kd-h.co.jp/,
2024-08-01,西鉄建設株式会社,建築設計事務所,1,■事業の特徴：・工程管理…マネージメント（管理）能力が、現代の仕事には全てに求められます。中でも同社が、その要として重視しているのが工程管理です。全ての品質を高く維持するために、同社は工程管理を徹底しています。・安全品質…建設、ハウジング、広告の異なる事業部門を有しているメリットを生かして同社は、それぞれの安全対策を互いに共有し、それぞれの部門にあった施策として実施しています。安全最優先の現場づくりに努めています。,福岡県福岡市中央区大手門2-1-10,1954,,71,40百万円,,"Failed to retrieve page, status code: 410",
2024-07-01,株式会社川崎ハウジング,住宅（ハウスメーカー）,1,■新築分譲住宅事業（土地探し・造成・設計・施工・販売・メンテナンス）「夢を叶える住まいづくり」をコンセプトに多くの家庭に温かい空間を提供したい。そんな思いを持って業務に励んでいます。土地探しから造成・設計、チーム化された職人集団による施工、販売・メンテナンスまで全てにこだわることで安心して永く住んでいただける住まいを提供しています。【事業エリア】熊本・福岡・三重,■本社／熊本県熊本市北区高平2-14-53■久留米支店／福岡県久留米市合川町1243-2■中部支社／三重県津市高茶屋小森町4000-2■四日市支店／三重県四日市市小生町229-188,1989,,70,"2,500万円",35.7,https://www.kawasaki-nc.jp/,代表取締役社長 長谷川 克彦
2024-07-01,株式会社アサックス,不動産金融,3,■事業内容：1969年創業、東証一部上場の不動産担保ローンの会社です。中小企業や個人事業主のお客様に対して、不動産を担保とした融資を行うことで、事業資金や開業資金などの様々な資金ニーズにお応えします。,東京都渋谷区広尾1-3-14ASAX広尾ビル,1969,スタンダード市場,64,"2,307百万円",33.9,https://www.asax.co.jp/,
2024-08-01,株式会社トクオ,建築設計事務所,27,■事業内容：既設建物調査診断及び改修設計・監理、新築設計・監理・宅建事業・その他各種調査、検査及び測定を行っています。,愛知県名古屋市中川区万場4-1111,1992,,69,10百万円,,http://toqo.co.jp/,
2024-06-01,大阪ガス住宅設備株式会社,住宅設備・建材,2,■事業概要：新築住宅の設計・施工・販売,大阪府大阪市中央区瓦町3-5-7NREG御堂筋ビル3F,1978,,64,100百万円,46.0,http://www.ogj.co.jp/,
2024-08-01,武蔵野工業株式会社,プラントメーカー・プラントエンジニアリング,11,■事業内容：冷暖房、換気、空気調和、給排水、衛生、消防、電気、各種計装設備等の建物諸設備設計・施工,東京都千代田区麹町3-1-1麹町311ビル 3F,1968,,76,90百万円,45.0,http://www.musasino-k.co.jp/,
2024-08-01,エスリード建物管理株式会社,不動産管理,3,■事業内容：・マンション等の管理業務／建物の清掃／リフォーム、リフレッシュ工事請負及びこれらのコンサルタント業務・大規模修繕工事の設計監理他コンサルタント業務／生損保代理店業務／旅館、ホテル、簡易宿所の経営、管理、運営及びコンサルタント業務・国家戦略特別区域法に基づく旅館業法の特例における国家戦略特別区域外国人滞在施設の経営、管理、運営及びコンサルタント業務,大阪府大阪市北区大淀南1-5-1ケイヒン梅田ビル,2018,,365,10百万円,,http://www.eslead-kanri.co.jp/,
2024-08-01,イイノ・ビルテック株式会社,設備管理・メンテナンス,1,施設警備業務、環境衛生管理業務、施設監視業務、営繕計画・工事業務、技術支援業務、一級建築士事務所（東京都知事登録 第45194号）,東京都千代田区内幸町2丁目1番1号 飯野ビルディング,1987,,69,4000万円,37.8,https://www.iino.co.jp/bill/index.html,代表取締役社長 竹本 達広
2024-08-01,極東サービスエンジニアリング北海道株式会社,プラントメーカー・プラントエンジニアリング,4,■事業内容：(1)建設工事の設計、施工ならびに建築用資材の製造、販売(2)環境整備機器及び各種施設の製造販売、据付ならびに部品の製造販売。(3)環境整備機器及び各種施設の運転、保守、維持管理業務。(4)建設機械の販売、据付、修理ならびに部品の販売。(5)特殊自動車その他輸送運搬機器の修理販売。(6)産業廃棄物の収集、運搬事業。(7)道路貨物運送事業。,北海道札幌市中央区北三条東12-99-6,1991,,85,10百万円,,なし,
2024-07-01,株式会社ＬｅＴｅｃｈ,土地活用,3,■不動産ソリューション事業■不動産賃貸事業■不動産コンサルティング事業■プロパティマネジメント事業同社は2000年9月の創業以来、確かな法律理解に基づく不動産コンサルティング事業を柱として成長してきました。また、いかなる市況においても揺らぐことのない、より安定した経営基盤を築くため、不動産の開発、特に投資用低層賃貸マンションシリーズの展開や賃貸、分譲、リフォーム、不動産テックなど、多角的な事業を積極展開しています。,大阪府大阪市北区堂山町3-3日本生命梅田ビル 10F,2000,グロース市場,70,"2,316百万円",,https://www.letech-corp.net/,
2024-08-01,株式会社ＷＯＯＣ,不動産管理,2,・住宅サブリース事業・レンタルオフィス事業（ビズサークルシリーズ）・コワーキングスペース事業（ビズコンフォートシリーズ）・リフォーム・リノベーション事業・不動産管理・仲介事業・不動産売買仲介事業,東京都品川区西五反田2丁目30‐4 BR五反田ビル7F,2008,,167,1億7510万円（資本準備金8255万円を含む）,35.8,https://www.wooc.co.jp/index.html,代表取締役 阪谷 泰之
2024-08-01,信義房屋不動産株式会社,不動産仲介,15,■不動産の売買、仲介、賃貸借、管理および鑑定■不動産の管理、賃貸借および売買の受託■不動産に関する調査、研究及びコンサルティング業務,【東京本社】東京都渋谷区代々木2-7-1昇立ビル2階,2009,,140,"1億2,000万円",,https://www.sinyi.co.jp/,代表取締役社長 王 茂桑
2024-08-01,鉄建工業株式会社,住宅設備・建材,2,■事業内容 鉄骨工事（建築鉄骨の製造・運搬・建方）,福井県坂井市丸岡町高瀬2-10-2,1990,,60,10百万円,40.0,https://www.tekken-ind.co.jp/,
2024-08-01,ドルマカバジャパン株式会社,住宅設備・建材,6,■事業内容：セキュリティ製品、ドアハードウェア、システム、建築金物の製造・開発及び販売※ホテル、店舗、スポーツ施設、空港、病院、家庭、オフィスなど、お客様が信頼性のあるアクセス・セキュリティソリューションを必要とする場所であればどこでも、当社の高品質の各種製品を提供しています。,東京都品川区南大井6-21-12大森プライムビル2F,1981,,60,120百万円,46.0,https://www.dormakaba.com/jp-ja,
2024-08-01,日本グランデ株式会社,不動産仲介,1,■事業内容：不動産業（分譲マンションの用地仕入・企画・設計・施工管理・販売・管理業務全般）■事業の特徴：（1）市場調査・用地情報（2）商品企画・プランニング（3）広告・宣伝業務（4）販売・契約業務・資金計画（5）引渡し・管理業務,北海道札幌市中央区大通西5-1-1,2003,,64,182百万円,45.7,http://www.nippon-grande.co.jp/,
2024-06-01,スターツホーム株式会社,住宅（ハウスメーカー）,2,■事業内容： 2×4工法を中心とした戸建住宅建設請負、リフォーム事業を展開しております。,東京都江戸川区西葛西3-22-21西葛西KYUビル2F,1989,,79,100百万円,,http://www.starts-home.co.jp/,
2024-08-01,株式会社JTBアセットマネジメント,不動産仲介,2,【事業内容】：私たちJTB アセットマネジメントは、 JTB グループの一員として、「不動産コンサルティング 、 企画設計・工事 、 施設運営管理 」を通じ、オフィス・店舗・住居等、人が集う空間に関するソリューション 「空間ソリューション」 を主たる事業とし、半世紀以上にわたり活動をしています。【事業の特徴】（１）不動産コンサルティング（２）企画設計・工事（３）施設運営管理,東京都台東区上野1-10-12商工中金・第一生命上野ビル 6F,2011,,64,100百万円,45.3,http://www.jtbest.co.jp/,
2024-08-01,愛知道路コンセッション株式会社,サブコン,4,■事業内容：愛知県の区域及びその周辺の地域における道路の維持管理・運営業務ならびに当該道路に関する改築業務等を行っています。,愛知県半田市彦洲町3-100,2016,,58,480百万円,,https://www.arcc.jp/,
2024-08-01,株式会社サンケイビルテクノ,サブコン,8,当社は1961年にテレビ美術や舞台装置の制作からスタート。その後、1971年にオフィス内装や修繕を行っていた部門と独立し設立致しました。総合デベロッパーのサンケイビルグループの中でも「ものづくり」のエキスパートとして、クライアントの様々な空間・建築づくりに携わっています。,東京都千代田区神田錦町1-19-1,1971,,58,80百万円,40.3,https://www.sankeibt.com/,
2024-07-01,日産工業株式会社,サブコン,5,＜企業概要＞主にエネルギー事業を展開する株式会社TOKAIホールディングス（本社：静岡、東証プライム上場）の子会社として土木・建築事業部門を担っております。～地域の人々の快適で安全な生活のために未来へ繋がるまちづくり～日産工業株式会社は、土木・建築・各種工事を担う岐阜県下呂市の総合建設会社です。豊富な実績と50年以上にわたり培った技術で、高品質な構造物・建築物を造り上げ、下呂の地域の人々が安心して暮らせるまちづくりを展開しています。,岐阜県下呂市萩原町跡津439-1,1970,,64,50百万円,46.1,https://www.nissankougyou.co.jp/,
2024-07-01,株式会社ダルトンメンテナンス,設備管理・メンテナンス,2,■環境施設設備メンテナンス■メンテナンス・修理・管理業務＜事業詳細＞当社は、排ガス処理装置や環境関連製品など国内向け研究設備装置の国内トップシェアを誇る株式会社ダルトン（東証プライム上場の株式会社イトーキ100％子会社）の子会社です。親会社の株式会社ダルトンの製品メンテナンスや保守業務を中心としてビジネス展開を行っており、国内の企業や研究機関から高い評価を得ています。,東京都中央区築地5-6-10 浜離宮パークサイドプレイス15F,1999,,80,1000万円,,https://www.dalton-maintenance.co.jp,代表取締役社長 内野 隆
2024-07-01,駿河技建株式会社,ゼネコン,2,■事業内容：（1）土木事業…橋梁・道路工事など地域のインフラ工事に携わっております（補修・補強工事、コンクリート製品据付工事、各種検査・診断）。（2）ウォータージェット事業…高圧ポンプにより圧縮し噴射する超高圧水の力を利用し、コンクリートや金属、その他様々な材質の付着物・劣化物などの除去作業や切断、研磨などを行う工事です。,静岡県静岡市清水区伊佐布809-1,,,35,5百万円,,http://www.surugagiken.co.jp/,
2024-08-01,スターツ関西株式会社,不動産仲介,11,■事業内容総合資産コンサルタント、土地活用コンサルタント、マンション・アパート等の管理、駐車場管理、不動産売買仲介、賃貸住宅仲介、店舗・オフィス仲介、時間貸駐車場の管理・運営・機械販売,大阪府大阪市北区曽根崎2-6-6コウヅキキャピタルウエスト10F,2009,プライム市場,74,80百万円,34.0,http://www.starts.co.jp/kansai/,
2024-06-01,太平工業株式会社,ゼネコン,5,■事業内容：・建築、土木の企画、設計ならびに施工・舗床工事（船舶、工場等の塗床）・株式会社島津製作所構内保全業務請負,京都府京都市右京区西院金槌町8,1947,,72,45百万円,47.3,https://www.shimadzu.co.jp/taihe/company.html#section02,
2024-07-01,東京大気社サービス株式会社,サブコン,3,■企業概要：当社は、株式会社 大気社（プライム市場）の100％出資の子会社です。空気調和設備、給排水、衛生、消火、電気計装に関する改修工事を中心とした設計・施工を行います。親会社：株式会社大気社とタイアップし､オリジナルの排気処理装置のメンテナンスも行っており、環境設備全域にわたり施工品質の向上を図っております。,東京都新宿区西新宿6-8-1住友不動産新宿オークタワー4F,1987,,58,20百万円,43.0,http://www.tokyo-taikisha.co.jp/,
2024-08-01,丸紅アセットマネジメント株式会社,不動産金融,4,■事業領域：（1）アセットマネジメント業務…同社では、投資家のニーズに応じ、オフィス・賃貸住宅・商業施設・物流施設・ホテル等幅広い分野を対象に不動産投資ファンドの組成・運用受託・運用の助言を行います。（2）投資助言・アドバイザー業務…同社では、丸紅グループのグローバルな情報力、信用力を活かし、不動産運用に関して様々なソリューションを提供します。,東京都千代田区大手町1-6-1大手町ビル5F,2007,,65,50百万円,,http://www.marubeni-asset.com/index.html,
2024-08-01,北海道ドライケミカル株式会社,設備管理・メンテナンス,4,■事業内容： ・社会環境の急激な変化や消防法の法規制強化等に伴い、防災と安全に対するニーズは時代とともに変化しています。弊社は、こうしたニーズ一つ一つに丁寧に応え、かつ時代に一歩先んじた総合防災サービスを提供しています。道内全域を網羅する営業拠点を基盤とし、その地域性を活かしつつも、建築物の高層化等に伴う新しい形の防災設備に対応し、めまぐるしく変わっていくビジネス・生活環境を守るために、北海道における総合防災サービスの第一人者として地域社会に大きく貢献しています。,北海道札幌市白石区東札幌二条1-5-5,1984,,61,30百万円,40.0,http://www.ndc-group.co.jp/hokkaido/index.html,
2024-06-01,株式会社アールプランナー不動産,住宅（ハウスメーカー）,1,◇PHILOSOPHY：All Satisfactionーすべての人に満足をー / MISSION：デザイン×テクノロジーで人々の住生活を豊かにする◇■創業背景「自分が建てたいと思う家を作りたい」という想いを持った大手ハウスメーカー出身の会長と、「不動産仲介だけではつまらない」と感じていた大手不動産業界出身の社長。住宅と不動産に精通しているからこそ感じていたもどかしさを糧に「常識を覆す」という共通の想いのもとでタッグを組みました。注文住宅、分譲住宅、不動産売買、戸建賃貸、土地活用、リフォーム、エクステリアと、住宅に関わる全ての事業をワンストップで提供します。,愛知県名古屋市千種区東山通5-20-1,2007,,,50百万円,,https://www.arrplanner.co.jp/,
2024-08-01,穴吹不動産流通株式会社,不動産仲介,12,■事業内容： ・不動産仲介事業・中古不動産再生事業,香川県高松市鍛冶屋町7-12穴吹五番町ビル1F,2006,,70,20百万円,,https://a-fudosan.jp,
2024-08-01,株式会社HESTA大倉,住宅（ハウスメーカー）,6,■事業内容：・住宅地造成、販売、管理事業・木質系住宅（在来工法、2×4工法）、鉄筋系住宅（戸建／アパート）の設計／施工／販売事業・マンションの設計／施工／販売／管理事業、建設／土木／全般の設計／施工／管理事業・ツーバイフォー住宅部材パネルの製造・総合リゾート事業（預託制／共有制リゾートクラブの経営）、リフォーム事業・浄水器（ジー ウォーター）の販売及びレンタル・駐車場の経営、酒類／煙草類の販売、広告業及び広告代理業・上記各号に係るコンサルティング業・その他上記各号に付帯する一切の業務,大阪府大阪市北区西天満5-1-9,1964,,1200,"3,000百万円",43.0,https://www.okura.co.jp/new/,
2024-08-01,株式会社エディオンハウスシステム,内装・インテリア・リフォーム,9,■事業内容住宅の改築及びリフォームの事業、給湯機器等の販売及び施工、太陽エネルギーを利用した発電等を展開しています,広島県広島市中区紙屋町2-1-18,2002,,91,20百万円,,http://hs.edion.co.jp/,
2024-08-01,株式会社菱交,住宅設備・建材,3,■事業内容：(1)電鉄車両機器販売、サービス、仲介、施工(2)電気機器販売、仲介、施工(3)その他以上に付帯する一切の業務■企業概要：同社は1968年の創業以来、長年に亘って三菱電機重電機器分野の製品を取り扱う販売代理店として実績を積んできました。2003年に三菱電機の完全子会社への移行後、三菱電機グループの一員として、交通ビジネスを水平分業化し、交通事業に特化した専門販売会社になりました。今後も鉄道システムの補修・改修等のメンテナンスビジネスに加え、交通事業全般の製品並びにシステムを取り扱うことにより、三菱電機交通事業部の分身としての役割を担っています。,東京都千代田区神田小川町1-5-1神田御幸ビル7F,1968,,62,20百万円,,http://www.ryo-ko.co.jp,
2024-08-01,美州興産株式会社,住宅設備・建材,1,■事業内容について： ・建築床材料の製造販売並びに工事一式・特殊舗装材料の製造販売並びに工事一式 ■当社について： 美州興産は美濃窯業（名証二部上場）グループの中核企業です。塗床材、景観舗装材のトップメーカーとして、新幹線のプラットフォームやバスレーンで当社製品をご活用いただいております。,愛知県名古屋市中村区名駅南1-17-28,1953,,55,30百万円,,https://www.bishu-k.co.jp/company_data/,
2024-08-01,ジオテクノス株式会社,土地活用,6,～社会の環境浄化に貢献／抜群の就業環境と技術力が魅力、土壌のプロフェッショナル～■事業概要：土壌修復事業、地質・岩盤コンサルタント,東京都墨田区押上1-1-2東京スカイツリーイーストタワー14F,2003,,70,100百万円,45.0,https://www.geotechnos.co.jp/,
