更新日,名称,業界(小分類),求人有無,事業内容,所在地,設立,上場市場名,平均年齢,従業員数,資本金,企業URL,代表者
2024-08-01,株式会社システムインテグレータ,ベンダ（ハードウェア・ソフトウェア）,17,■パッケージ・ソフトウェアおよびクラウドサービス（SaaS）の企画開発・販売■コンサルティング（ERP、開発支援ツール、プロジェクト管理ツール、プログラミングスキル判定サービスなど）■AIを使った製品・サービスの企画開発および販売、AI関連のソリューションの提供・支援およびコンサルティング,埼玉県さいたま市中央区新都心11-2,1995,スタンダード市場,35.7,262,367百万円,http://www.sint.co.jp/,
2024-08-01,株式会社ヴィッツ,ベンダ（ハードウェア・ソフトウェア）,8,■事業内容・組込ソフトウェアの研究/設計/開発 (自動車 / 情報家電 / 半導体装置 / 産業機械 / 航空宇宙機器 / ロボット / 医療機器など) ・仮想環境構築 (自動運転技術の検証シミュレータ、各種環境モデル、動作モデルのシミュレーション)・コンサルテーション (WP29/ISO21434、ISO26262等の国際規格に多くの知見を持つ)・自社ビジネスWARXSS、SF-Twin、SXiM、TISIWIT等サービスビジネス・研究経済産業省サポイン事業などを活用した地域MaaSやブロックチェーン活用、シミュレーション,愛知県名古屋市中区栄3-3-21セントライズ栄6F,1997,スタンダード市場,35.0,155,612百万円,http://www.witz-inc.co.jp/,
2024-08-01,ソフトマックス株式会社,ベンダ（ハードウェア・ソフトウェア）,2,■事業内容：同社は電子カルテを初めとした総合医療情報システム開発・販売・導入・保守までを一貫して行うトータルインテグレーション企業です。・電子カルテシステム…診療業務の効率化とチーム医療による患者サービスの向上を実現したい病院に最適なシステムを提案・医療会計システム…オーダ・電子カルテとの連携を図り、病院に求められるソリューションを提供。患者を待たせない医療の実現を強力にサポート・健診システム…業務の流れに添ったポータル機能を備えスムーズで待ち時間の少ない運用を実現・リハビリシステム…オーダ、電子カルテ／医事会計と連携aしリハビリ部門の管理、受付～実施までの業務効率化を実現,東京都品川区北品川4-7-35御殿山トラストタワー7F,1974,グロース市場,40.6,204,437百万円,http://www.s-max.co.jp/ja/Top.html,
2024-07-01,株式会社ジャノメクレディア,システムインテグレータ（SIer）,1,■事業概要：「株式会社ジャノメクレディア」は、1970年の創立以来、時代の変化に対応したシステムコンサルテーション、システム構築、ソフトウェア開発、運用・保守を実施しております。創業から今日まで、流通業をはじめ、通信・建設・製造業等、幅広い業種のお客様と長年にわたり、お取引させて頂き、各業種の業務経験を積み重ねて参りました。これまでの蓄積された業務ノウハウに最新の情報技術を組み合わせて、お客様が求めてられている最適なソリューションをご提供する「トータル・ソリューション・プロバイダー」としての体制を確立しております。,東京都中央区八丁堀1-10-7TMG八丁堀ビル9F,1970,,41.0,206,150百万円,http://www.janomecredia.co.jp/,
2024-06-01,センコー情報システム株式会社,ベンダ（ハードウェア・ソフトウェア）,10,■事業内容（サービス）・流通情報ソリューション・公共ソリューション・システムソリューション・ネットワークソリューション・IT機器セールス,大阪府大阪市中央区本町2-6-10,1977,,40.2,224,60百万円,https://www.sis.senko.co.jp/,
2024-08-01,株式会社トランスコスモス・デジタル・テクノロジー,ベンダ（ハードウェア・ソフトウェア）,11,■事業内容：・情報システムの開発、運用、販売並びにコンサルテーション・ハードウェアとソフトウェアの一体化した複合システム設計及び構築業務・ソフトウェアの開発、運用、販売,神奈川県横浜市西区北幸2-8-4横浜西口KNビル8F,2007,,34.7,250,100百万円,https://www.trans-cosmos-digtec.co.jp/,
2024-08-01,データセクション株式会社,システムインテグレータ（SIer）,6,私たちは「データ」と「AI」という２つの領域を軸に、大容量のデータ分析、AIにおける画像解析などの技術を強みとしています。また、グローバルなネットワークを有しており、世界中で様々な課題解決に取り組んでいます。,東京都品川区西五反田1-3-8五反田PLACE 8F,2000,グロース市場,31.0,77,"1,868百万円",http://www.datasection.co.jp/,
2024-08-01,株式会社NSP,システムインテグレータ（SIer）,14,＜日清オイリオグループのシステム会社で、２０期連続黒字経営を達成しています。＞■事業内容：（1）システムインテグレーション／ITサービス（コンサルティング、設計・開発、保守・運用、ヘルプデスク、インフラ構築、ITソリューションサービス）（2）システムアウトソーシング（環境構築・サービス提供、IT関連サービス全般）（3）人事総務総合ソリューション（パッケージ製品開発・販売・保守、クラウドサービス）,神奈川県横浜市中区桜木町1-1-8日石横浜ビル28F,1978,,42.1,199,99百万円,https://www.nsp-ltd.co.jp/,
2024-08-01,株式会社ヤマイチテクノ,ITコンサルティング,1,４つの事業で“新たな価値”を提供 提案、導入から教育、アフターまで“トータルサポート”,大阪府大阪市西区靱本町2-4-8,1964,,45.2,220,90百万円,http://www.yamaichi-techno.jp/,
2024-06-01,静銀ＩＴソリューション株式会社,ベンダ（ハードウェア・ソフトウェア）,1,■システム開発静岡銀行のコンピューターシステムの開発静岡銀行グループ会社コンピューターシステムの開発銀行業務・資金決済に関連したシステムの開発RPA、スマートフォンアプリの開発■システム運用静岡銀行コンピューターシステムの運用・保守・管理静岡銀行グループ会社コンピューターシステムの運用・保守・管理■金融サポート静岡銀行法人向けサービス支援ネットワークセキュリティ対策■一般企業向けサービスIT・DX化支援サービス,静岡県静岡市清水区草薙北1-10,1974,,39.0,249,54百万円,https://www.shizuoka-cs.co.jp/,
2024-08-01,株式会社ワイイーシーソリューションズ,システムインテグレータ（SIer）,7,■事業概要：同社は1969年の創立以来、神奈川県内を中心に首都圏から全国の地方公共団体及び企業に対して、ICT活用のコンサルティングからシステムの構築・運用サービス、業務用アプリケーションソフトウエアの開発、iDCを活用したクラウドサービスやアウトソーシング等、効率的かつ安全で質の高いソリューションを提供しています。,神奈川県横浜市中区山下町22山下町ＳＳＫビル5F,1969,,40.8,213,50百万円,http://www.yec.ne.jp/,
2024-08-01,ジェイズ・コミュニケーション株式会社,システムインテグレータ（SIer）,25,■事業内容：(1)情報通信システムに係るシステム・インテグレーション業務(2)情報セキュリティシステムに係るコンサルティング業務(3)ネットワークシステム・情報セキュリティシステムの構築(4)情報通信システム・情報セキュリティ機器の販売及び輸出入(5)情報通信機器・セキュリティ機器の保守業務(6)インターネットビジネスインフラのコンサルティング業務および構築(7)ネットワーク・セキュリティ・ソフトウェアのライセンス販売(8)上記に付帯関連する一切の業務,東京都中央区新川1-16-3住友不動産茅場町ビル8F,1995,,,218,237百万円,https://jscom.jp/,
2024-08-01,ウェルネス・コミュニケーションズ株式会社,ベンダ（ハードウェア・ソフトウェア）,11,■事業内容：企業及び健康保険組合向けに、健康診断・人間ドック等の予約・精算代行・健診結果データ化等を行うネットワーク健診サービスを提供する健診ソリューション事業と、健康診断結果・就労データ・ストレスチェック等の管理ができるクラウド型健康管理システムサービスを提供する健康管理クラウド事業を主な事業として展開。,東京都港区赤坂1-12-32アーク森ビル14F,2006,,38.3,214,400百万円,https://wellcoms.jp/,
2024-08-01,株式会社ODKソリューションズ,ITアウトソーシング,3,■事業内容：教育・金融・医療分野向けに各種ソリューションの提供■事業の特徴：（1）教育分野…国内トップシェアを誇る「入試アウトソーシングサービス」のほか、受験ポータルサイト「UCARO」の提供（2）金融分野…主に証券会社向けバックオフィスシステムやマイナンバー関連サービスの提供（3）医療分野…電子カルテの開発や臨床検査関連システムの運用,大阪府大阪市中央区道修町1-6-7JMFビル北浜01,1963,スタンダード市場,40.0,151,637百万円,https://www.odk.co.jp/,
2024-08-01,株式会社GRCS,ITコンサルティング,5,■事業内容： ・IT-GRC、セキュリティ関連ソリューション事業・製品販売・コンサルティング,東京都千代田区丸の内1-1-1パレスビル 5F,2005,グロース市場,,202,303百万円,https://www.grcs.co.jp,
2024-08-01,株式会社いい生活,ベンダ（ハードウェア・ソフトウェア）,46,■概要：不動産業界向けに複雑な不動産業務の効率管理をフルカバーした自社製品「ESいい物件One」を中心に扱う、クラウドソリューションベンダです。米投資銀行ゴールドマンサックス社出身の役員によって立ち上げられ、創業6年で上場を果たしました。現在も毎年高い成長率で着実に拡大しております。,東京都港区南麻布5-2-32興和広尾ビル,2000,スタンダード市場,34.5,191,628百万円,http://www.e-seikatsu.info/,
2024-08-01,BCC株式会社,ITアウトソーシング,6,下記2つの事業を行っております。■IT営業アウトソーシング事業・IT営業アウトソーシング事業大手IT企業の営業部門やマーケティング部門に様々な課題を解決する「営業力」を提供しています。・ソリューション大手IT企業のサービスを中堅・中小企業向けに提案・取次する代理店としての販売支援を行っています。■ヘルスケアビジネス事業介護レクリエーションの普及と介護関係者とのネットワークの構築等を行う介護レクリエーション、ヘルスケア関連施設の運営とヘルスケア分野で新規参入・事業拡大を目指す企業の支援を行うヘルスケア支援を展開しています。,大阪府大阪市中央区今橋2-5-8トレードピア淀屋橋9F,2014,グロース市場,32.6,240,170百万円,https://www.e-bcc.jp,
2024-08-01,株式会社ＦＦＲＩセキュリティ,ITコンサルティング,16,【事業内容】1. コンピュータセキュリティの研究、コンサルティング、情報提供、教育2. ネットワークシステムの研究、コンサルティング、情報提供、教育3. コンピュータソフトウェア及びコンピュータプログラムの企画、開発、販売、リース、保守、管理、運営及びこれらに関する著作権、出版権、特許権、実用新案権、商標権、意匠権等の財産権取得、譲渡、貸与及び管理,東京都千代田区丸の内3-3-1新東京ビル2F,2007,グロース市場,34.8,130,286百万円,https://www.ffri.jp,
2024-08-01,SCSK九州株式会社,システムインテグレータ（SIer）,13,■企業概要：当社は、2002年に株式会社CSK（現SCSK株式会社）の100%出資子会社「福岡CSK」としてスタートしました。親会社の合併に伴い、2015年にSCSK九州株式会社と社名を変更しております。住友商事グループの東証一部上場企業SCSK(株)100％出資子会社です。■事業内容：・ビジネスシステム開発事業・組込システム開発事業・ＳＣＳＫオフサイト開発事業・システム運用事業,福岡県福岡市博多区博多駅東1-17-1コネクトスクエア博多,2002,,42.7,138,200百万円,http://www.scsk-kyushu.co.jp/,
2024-06-01,協立情報通信株式会社,システムインテグレータ（SIer）,1,■事業概要：同社は1964年に創業して以来、経営活動を促進する情報と通信に関するソリューションの販売、構築、ソフト、教育、運用サービス等を行なっております。対象は、官庁・公共・企業・ 事業所等のエンドユーザーです。また、個人向けにはドコモショップを運営し、モバイル販売サービスを行なっております。,東京都港区浜松町1-9-10DaiwaA浜松町ビル,1965,スタンダード市場,38.0,197,204百万円,https://www.kccnet.co.jp/,
2024-08-01,株式会社チームスピリット,ベンダ（ハードウェア・ソフトウェア）,11,■企業概要：自社開発クラウドSaaS「チームスピリットシリーズ」を提供しております。同社サービスはセールスフォース・ドットコム社のプラットフォーム上で展開されています。毎年増収を重ねており、業績好調を背景に、積極的な採用と組織拡大を展開しています。,東京都千代田区内幸町2-1-6,1996,グロース市場,37.0,204,802百万円,http://www.teamspirit.co.jp/,
2024-08-01,株式会社ファミリーネット・ジャパン,通信キャリア・ISP・データセンター,19,■事業内容：・集合住宅向けインターネット接続サービス・電気、エネルギーの売買、仲介、供給・エネルギーモニタリング及びエネルギー情報活用サービス・決済代行サービス 等■同社のサービス：（1）インターネットサービス（2）エネルギーサービス（3）住宅関連サービス,東京都港区愛宕2-5-1愛宕グリーンヒルズMORIタワー29F,2000,,39.0,196,490百万円,http://www.fnj.co.jp/,
2024-06-01,ラインズ株式会社,ベンダ（ハードウェア・ソフトウェア）,4,■企業概要：事業実績39年以上、益々躍進を続ける、ICT教育用ソフトウェア業界におけるパイオニア企業。■事業内容：自社教育用ソフトウェアの開発・販売、通信ネットワークによる教育サービスの提供を行っています。2005年1月にセコムグループから営業譲渡という形で独立しましたが、事業実績は39年を超え、ICT教育用ソフトウェアの業界ではパイオニア的な存在です。またこれまでのノウハウを活かす形で、学習塾、学童や高校大学と販路を拡大しています。公立小中学校市場への新たなサービスや小中学校以外の学校市場への新たなサービスの提供など、新規事業にも取り組んでいます。,東京都新宿区西早稲田2-20-15高田馬場アクセス4F,2005,,35.7,210,50百万円,https://www.education.jp/,
2024-08-01,株式会社ユビキタスAI,ベンダ（ハードウェア・ソフトウェア）,12,■事業内容：IoT機器向けの各種ネットワーク製品、セキュリティ製品、データ管理の効率化に寄与する高速なデータベース製品、OSの高速起動を実現するソフトウェア製品等の自社開発による組込みソフトウェア製品と、海外輸入によるBluetooth、BIOS、通信関連製品、ソフトウェア品質向上支援ツール、セキュリティ製品等の販売及び製品に関連したサポートサービス、エンジニアリング・サービスを提供しています。,東京都新宿区西新宿1-23-7,2001,スタンダード市場,46.0,83,"1,482百万円",https://www.ubiquitous-ai.com/,
2024-08-01,株式会社リサーチアンドソリューション,ITコンサルティング,7,■事業詳細：・1979年に福岡で設立されたITとバックオフィスのソリューションカンパニーです。土木積算システム『明積』は全国約400自治体での導入実績があり、九州でのシェアは約7割を誇ります。また、スマートデバイスアプリ『インフラ総点検システム』が「MCPC award 2015」において、 「プロバイダー部門 クラウド委員会特別賞」を受賞しました。・働き盛りである30代・40代社員を中心に新卒で入社以来、長く在籍している社員も多い、働きやすい職場環境です。社員のうち4割が女性社員で、育児休暇取得後に復帰する例も複数あります。,福岡県福岡市博多区上呉服町12-33,1979,,41.6,177,10百万円,https://www.rands-co.com/,
2024-06-01,株式会社インフォコム西日本,システムインテグレータ（SIer）,2,■事業内容：１．エンタープライズ・ソリューション：帝人グループ会社および一般企業向けに生産、会計、人事、購買、販売および顧客情報管理や経営管理など各企業の業態に則した基幹業務の情報システム化について企画提案から構築、導入までのトータルソリューションを提供しています。２．ヘルスケア・ソリューション：医療機関向けのシステムインテグレーションをはじめ、退院サマリ・診療録管理システム、カルテ・フィルム所在管理システムなどのパッケージソフトの販売など医療機関向けの総合的なITソリューションを提供しています。,大阪府大阪市中央区久太郎町1-6-29フォーキャスト堺筋本町12階,1986,,,182,80百万円,http://www.infocom-west.co.jp/,
2024-08-01,株式会社ＪＴＯＷＥＲ,通信キャリア・ISP・データセンター,12,【当社について】当社は通信業界において社会的意義のある事業を創造するために、2012年に設立された会社です。携帯電話会社、通信建設会社および無線装置メーカー出身者等からなる専門性の高いメンバーが集まっています。(管理部門系職種を中心に、通信業界以外の出身者も複数名在籍する他、昨今では新卒採用も行い、メンバーの育成にも目を向けています。)創業事業である屋内インフラシェアリングの導入実績は着実に増えており、新たに着手している屋外タワーシェアリング事業についても、保有件数の拡大が進んでいます。,東京都港区南青山2-2-3ヒューリック青山外苑東通ビル,2012,グロース市場,38.1,128,"16,584百万円","Failed to retrieve page, status code: 410",
2024-08-01,株式会社ライトウェル（住友重機械グループ）,システムインテグレータ（SIer）,20,■企業概要：同社は住友重機械グループのIT企業です。1973年に株式会社経営システム研究所として設立され、1986年に住友重機械工業株式会社の情報システム部門と造船CAD部門が統合することで、今日のライトウェルが誕生いたしました。ユーザー系SIerとしての顔もありますが、内販は４割程度にとどまり、外販向け案件が全体の６割程度です。また、1988年からは日本アイ・ビー・エムの特約店をしています。,東京都千代田区神田和泉町1-9-2住友不動産神田和泉町ビル4F,1973,,42.4,205,480百万円,https://www.lightwell.co.jp/,
2024-08-01,株式会社イメージ・マジック,ITコンサルティング,34,オンデマンドプリントサービス事業自社サービスサイト企画・運営WEBサービス連携・ECサービス連携ハードウェア販売アプリ開発,東京都文京区小石川1-3-11ライジングスクエア後楽園6F,1995,グロース市場,,410,302百万円,http://imagemagic.jp/,
2024-08-01,株式会社シーエスアイ,システムインテグレータ（SIer）,11,■事業内容： （1）医療システム開発事業…医療機関向けの電子カルテシステム「MI・RA・Iｓ（ミライズ）シリーズ」の開発・販売（2）受託システム開発事業…全国の国公立・大学等の大規模病院や臨床検査センター向けの医療情報システムの受託開発及び導入支援,北海道札幌市白石区平和通15-北1-21,2013,,,190,100百万円,"Failed to retrieve page, status code: 410",
2024-08-01,クラウドサーカス株式会社,システムインテグレータ（SIer）,10,■事業内容： デジタルマーケティングSaaS「クラウドサーカス」の開発、販売およびデジタルマーケティングに関するコンサルティング、受託業務,東京都新宿区西新宿2-3-1新宿モノリス21F,2021,,30.0,233,150百万円,https://cloudcircus.jp/,
2024-08-01,株式会社アイティーシー,システムインテグレータ（SIer）,1,■情報処理に係るコンサルティング業務■コンピュータシステムの制作、運用、保守、管理■コンピュータソフトウェアの開発【許認可】労働者派遣事業許可番号 派13-308626プライバシーマーク認定番号 22000022,東京都豊島区南池袋1-16-15 ダイヤゲート池袋10F,1999,,31.0,216,5000万円,https://www.itc-tokyo.com/,代表取締役社長 磯貝 和広
2024-08-01,マークラインズ株式会社,ベンダ（ハードウェア・ソフトウェア）,9,"当社グループは、情報プラットフォームを中心に、コンサルティング、人材紹介、市場予測情報販売、プロモーション広告、ベンチマーキング関連、及び自動車ファンドの７つの事業を運営し、自動車産業に特化したトータルソリューションを提供しています。中核事業である情報プラットフォームは、自動車産業に関わる方々が共通に必要とする販売・生産台数や部品供給関係などの様々な情報を提供するポータルサイトをサブスクリプションモデルのサービスとしてご利用いただくもので、現在、世界50カ国以上、約5,300社の企業の皆様が日常業務にお役立ていただいています。",東京都千代田区永田町2-11-1山王パークタワー14F,2001,プライム市場,44.1,245,371百万円,https://www.marklines.com/,
2024-08-01,株式会社いよぎんコンピュータサービス,ベンダ（ハードウェア・ソフトウェア）,1,・システム部（第1グループ） 伊予銀行基幹システムのプログラム開発など・システム部（第2グループ） 伊予銀行グループおよび一般企業の業務アプリケーション開発など・システム部（第3グループ） 伊予銀行DHDアプリケーション開発、クラウドネットワーク環境構築など・運用部 伊予銀行システム運用・監視業務など・ソリューション営業部 ハード・ソフトウェアの販売、保守。システム導入・運用支援など・業務部 銀行受託事務、一般受託事務、データエントリー業務など・EBセンター EB関連受託業務、決済サービス業務の推進・運営など・総務部 人事・経理・総務全般,愛媛県松山市高砂町2-2-5伊予銀行事務センター内,1975,,40.4,187,10百万円,"Failed to retrieve page, status code: 410",
2024-08-01,SCSK北海道株式会社,ベンダ（ハードウェア・ソフトウェア）,4,■事業概要：コンピュータ・ソフトウェアの開発・販売及び賃貸、コンピュータによる情報サービス業及び情報提供サービス業、情報処理関連コンピュータやハードウェアの販売及び賃貸,北海道札幌市中央区北一条西6-1-2アーバンネット札幌ビル4F,1990,,37.8,187,100百万円,"Failed to retrieve page, status code: 410",
2024-08-01,株式会社フーバーブレイン,システムインテグレータ（SIer）,4,■事業概要：サイバーセキュリティソリューションの提供テレワーク環境の構築生産性およびクオリティオブライフの向上支援,東京都千代田区紀尾井町4-1ニューオータニガーデンコート22F,2001,グロース市場,,54,796百万円,https://www.fuva-brain.co.jp/,
2024-08-01,株式会社シー・キューブド・アイ・システムズ,システムインテグレータ（SIer）,17,■事業内容：当社はミッションクリティカルな業務を遂行する防衛省殿の各種システムの維持・管理をサポートしています。国の重要業務に活用される、防衛省殿の各種システムは、24時間365日、継続して運用していくのは当然のことであり、機能性能を効果的かつ効率的に発揮させる必要があります。当社は、顧客の要望に対し高い技術力で応え、信頼と安心のサービスを提供しています。,東京都港区三田1-4-28三田国際ビル,1994,,,186,100百万円,http://www.c3is.co.jp/,
2024-07-01,株式会社ジェイエスピー,システムインテグレータ（SIer）,7,【通信制御ソフトウェアや業務システムの開発、見守りをコンセプトとし自社製品の開発・販売をしています】■事業内容AI・IoT技術を軸に、顧客と一体になりビジネス変革を推進する事業を展開しています。,神奈川県横浜市西区高島2-6-32横浜東口ウィスポートビル,1980,,35.0,180,30百万円,https://www.jspnet.co.jp/,
2024-07-01,株式会社アークシステム,システムインテグレータ（SIer）,11,◆概要アークシステムはリクルートと神戸製鋼を母体に設立されたIT技術のプロフェッショナル企業です。様々な業界の大手企業をクライアントに、一次請けビジネスを展開している設立37年の老舗です。システムの根幹を支える「基盤技術」「運用技術」に強みを持ち、システムにおいて「きちんと出来て当たり前」の領域を、高い技術力と豊富なノウハウでサポートしています。,東京都中央区日本橋箱崎町24-1日本橋箱崎ビル,1986,,41.0,193,150百万円,https://www.arksystems.co.jp/,
2024-08-01,オープンリソース株式会社,ベンダ（ハードウェア・ソフトウェア）,2,■事業内容：・業務プロセスソリューション…業務改善のシステム提案、開発、保守、運用・ITインフラソリューション…情報システムのネットワーク構築、運用、維持管理及びサポートサービス,東京都千代田区有楽町2-10-1,1997,,,187,35百万円,https://www.orc-net.com,
2024-08-01,TIS西日本株式会社,システムインテグレータ（SIer）,8,■企業概要：ＴＩＳ西日本は1988年の創立以来、九州・山口を中心とする西日本エリアにおいて業務プロセス分析・設計やシステムインテグレーション、 システム運用業務等の様々なＩＴサービスによって地域の皆様のニーズに応えて参りました。2010年からはTISインテックグループの一員となり、グループが所有するＩＴトータルソリューションを活用することであらゆる業種のお客様に対し、 ワンストップでのサービス提供が可能となりました。,福岡県福岡市博多区博多駅東2-5-1アーバンネット博多ビル3F,1988,,39.0,186,60百万円,http://www.tis-w.co.jp/,
2024-08-01,株式会社分析屋,マーケティング・リサーチ,22,「株式会社分析屋」は、東証プライム市場SHIFTグループ会社でデータ分析事業を展開＜(1)ライフサイエンス事業＞センサーデータを活用したIoT領域、治験統計解析、医療・福祉調査など、ライフサイエンスに関するあらゆる領域で得られたデータの解析を行う。＜(2)アナリティクス事業＞データ活用により事業戦略策定や売上貢献、リスク管理等の支援を行う。＜(3)マーケティング事業＞課題のヒアリングから調査設計、データ解析まで幅広く支援。民間企業だけでなく、行政・自治体に対しても社会調査や分析支援も行う。,神奈川県藤沢市藤沢484-1藤沢アンバービル4F,2011,,32.0,209,10百万円,http://analytics-jp.com/,
2024-07-01,コニカミノルタ情報システム株式会社,システムインテグレータ（SIer）,16,■ 事業内容： コニカミノルタグループ内で唯一のシステムインテグレータとして、グループの文化とビジネスを理解したきめ細かいITサービスを提供しています。レベルの高いITテクノロジーに支えられた、よりハイレベルなITサービスを実現するスペシャリストとして、お客様の満足するITサービスを提供しています。,東京都八王子市石川町2970,1981,,,192,100百万円,http://www.konicaminolta.jp/about/corporate/group/hjs/index.html,
2024-07-01,岡三情報システム株式会社,システムインテグレータ（SIer）,7,１．システム開発証券システムその他の情報システムの受託、設計、開発及びシステムインテグレーションサービス並びにASPサービスの提供２．マネージドサービス証券システムに係るインフラ構築、運用・保守、セキュリティ対策等、証券取引の安全性の裏付けとなる信頼性の高いマネージドサービスの提供,東京都中央区日本橋1-17-6,1980,,41.3,192,100百万円,http://www.ois-okasan.co.jp/,
2024-08-01,株式会社クレイトソリューションズ,ベンダ（ハードウェア・ソフトウェア）,9,■事業内容SCSK社をはじめとする大手ソフトベンダーと強固なリレーションシップを構築しています。ERP、EC、金融（証券損保）、情報通信と複数の柱をもち事業展開している為、着実に事業を拡大し成長を遂げています。,東京都千代田区麹町1-7-2,1976,,37.0,180,98百万円,"Failed to retrieve page, status code: 410",
2024-08-01,株式会社システムイオ,システムインテグレータ（SIer）,6,■事業内容：（1）システムインテグレーション（2）ソリューション（3）サーバ/ネットワーク設計構築（4）システム運用（5）プロジェクトマネジメント,東京都千葉市美浜区中瀬2-6-1ワールドビジネスガーデンマリブウエスト24F,1990,,34.0,180,100百万円,http://www.systemio.co.jp/,
2024-06-01,西鉄情報システム株式会社,システムインテグレータ（SIer）,1,■同社は西鉄グループの情報基盤を担うシステムインテグレーター。これまで、ICTや豊富な開発実績、独自のアイデアを最大限に駆使し、コンサルティングから多種多様なシステム構築、総合的な保守・運用サポートまで、一貫した体制でお客様を支援してきた。■グループ向けの受託開発だけでなく、自治体向け 滞納整理システム『LEVY3』などの自社製品も開発。■開発実績・鉄道事業者向け:駅収入システム、乗務員支援システム、車両情報システムなど・バス事業者向け:ICカード実績システム、運行管理システム、時刻表検索システムなど【開発実績】,福岡県福岡市博多区千代4-1-33西鉄千代県庁口ビル,1983,,,171,100百万円,https://www.nishitetsu.ne.jp/nis/,
2024-06-01,大宇宙ジャパン株式会社,システムインテグレータ（SIer）,4,■事業内容： 大宇宙ジャパン株式会社は大宇宙信息創造（中国）有限公司の日本法人として設立されました。【中国オフショア開発サービス】 中国オフショア開発立上げ時のプロジェクト支援・業務理解・上流設計・受入テスト等、中国側とのコミュニケーションを円滑に図り、レベルの高い（高品質・高技術）サービスを提供します。 日本語での仕様書作成や打ち合わせが可能で、日本国内での開発と同等の品質を確保。【ソフトウェア受託開発・ITコンサルティングサービス】 経験豊富な人材を活用することにより、お客様の多様なニーズに応え、最適なソリューションを提供します。,東京都品川区西五反田2-28-5第2オークラビル6F,2008,,38.0,180,90百万円,http://www.tci-cn.co.jp/index.html,
2024-07-01,電通工業株式会社,通信キャリア・ISP・データセンター,3,■事業内容：(1)通信設備事業(2)情報設備事業(3)消防設備事業(4)レンタル事業,東京都品川区東大井5-11-2K-11ビル,1954,,38.7,177,220百万円,https://www.dentsu.ne.jp/,
2024-08-01,ペイクラウドホールディングス株式会社,Webサービス・Webメディア（EC・ポータル・ソーシャル）,求人なし,,東京都港区南青山2-24-15青山タワービル,2006,グロース,34.9,173,"1,001 百万円","Failed to retrieve page, status code: 410",代表取締役社長 尾上 徹
2024-06-01,新明和ソフトテクノロジ株式会社,システムインテグレータ（SIer）,4,■事業内容：（1）システム開発事業…製造業を中心とした各業種、あらゆるビジネスシーンに最適なシステムを提供（2）デジタルエンジニアリング事業…最適なエンジニアリング環境を、最新のデジタル・ソリューションで力強くサポート,兵庫県西宮市田近野町6-84,1986,,,172,100百万円,https://www.stec.co.jp,
2024-08-01,株式会社ラックサイバーリンク,システムインテグレータ（SIer）,16,■事業内容：ネットワークソリューション事業／基盤ソリューション事業／システム開発ソリューション事業／ITコンサルティング事業／情報セキュリティ事業／IT関連教育事業,東京都千代田区平河町2-16-1平河町森タワー2F,2007,,30.0,170,70百万円,https://www.lac-cyberlink.co.jp/,
2024-08-01,株式会社BTM,システムインテグレータ（SIer）,27,"■事業内容：同社では""日本の全世代を活性化する""というMissionをもとに、SES事業・ラボ（受託開発）事業・クラウドインフラ事業の3事業を展開しております。その中でも特に注力しているのが""全国ラボ化計画""です。エンジニアの方々へ働く機会・就業しやすい環境を提供するべく、経営企画室を発足し、採用を強化、圧倒的なスピードでラボの開設を進めております。すでに、札幌、川越、湘南、小諸、名古屋、京都、佐賀にラボを開設、今後も拠点を増やしていく方針です。",東京都渋谷区渋谷2-12-19東建インターナショナルビル別館5F,2011,グロース市場,34.9,181,49百万円,http://www.b-tm.co.jp/,
2024-07-01,株式会社東京システム技研,ITアウトソーシング,9,下記のいずれかに配属予定■デジタルソリューション部■製造ソリューション部■金融ソリューション部■プロダクトソリューション部,東京都新宿区西新宿1-21明宝ビル3F,1971,,39.0,180,100百万円,https://www.tsl.co.jp/,
2024-08-01,サインポスト株式会社,ITコンサルティング,3,■コンサルティング事業金融機関・公共機関に向けたサービスを展開。抽出したお客様の経営・業務課題から解決策となる情報化戦略、システム化構想、業務改善等をご提案し、解決策の実行までサポートします。■DX・地方共創事業地域の成長と発展を実現するために、地域金融機関様とともに地域企業様のDXを推進。先端のIT技術とナレッジを組合せてパッケージ化し、お客様にご提供することで、お客様の経営・業務課題を解決します。,東京都中央区日本橋本町4-12-20PMO日本橋本町6F,2007,スタンダード市場,36.0,188,"1,169百万円","Failed to retrieve page, status code: 410",
2024-08-01,株式会社シーイーシーカスタマサービス,システムインテグレータ（SIer）,7,■事業内容：(1) IT運用サポートサービス(2) IT化導入支援サービス(3) 品質支援サービス(4) 中小企業IT化推進サービス,神奈川県座間市東原5-1-11さがみ野システムラボラトリ,2000,,43.0,171,50百万円,http://www.ceccs.co.jp/,
2024-07-01,住友林業情報システム株式会社,システムインテグレータ（SIer）,13,■事業内容： 住友林業グループの幅広い事業をICTで支える会社です。システム開発、運用保守、ユーザーサポートを行っています。 山林経営、木材・建材の流通、木造注文住宅の販売・設計・施工、海外事業など、グループの新たな企業価値創出に貢献しています。 ・情報システムのコンサルティング ・システムインテグレーションサービス、ソフトウェア開発 ・ネットワークソリューションサービス ・ヘルプデスク、IT教育 ・EDIサービス ・サイバーセキュリティ対策 等,千葉県千葉市美浜区中瀬1-3幕張テクノガーデンB棟7F,1991,,38.6,191,100百万円,https://www.sumirin.co.jp/,
